text_generator;text_length;wildcards;pattern_length;searcher;test_result_duration_nano;test_result_char_comparisons
Binary;10000;true;2200;KMP (Standard Borders);237595;71536
Binary;10000;true;2200;KMP (Precise Borders);241702;69462
Binary;10000;true;2300;Naive;74499;20639
Binary;10000;true;2300;KMP (Standard Borders);246399;74042
Binary;10000;true;2300;KMP (Precise Borders);249894;71595
Binary;10000;true;2400;Naive;74428;20659
Binary;10000;true;2400;KMP (Standard Borders);232632;70464
Binary;10000;true;2400;KMP (Precise Borders);238370;68717
Binary;10000;true;2500;Naive;74678;20762
Binary;10000;true;2500;KMP (Standard Borders);242614;73507
Binary;10000;true;2500;KMP (Precise Borders);248095;71709
Binary;10000;true;2600;Naive;74678;20764
Binary;10000;true;2600;KMP (Standard Borders);235266;71478
Binary;10000;true;2600;KMP (Precise Borders);240942;69467
Binary;10000;true;2700;Naive;74860;20862
Binary;10000;true;2700;KMP (Standard Borders);237550;72303
Binary;10000;true;2700;KMP (Precise Borders);244495;70480
Binary;10000;true;2800;Naive;75077;21043
Binary;10000;true;2800;KMP (Standard Borders);240475;73352
Binary;10000;true;2800;KMP (Precise Borders);247546;71677
Binary;10000;true;2900;Naive;74879;20842
Binary;10000;true;2900;KMP (Standard Borders);242298;73924
Binary;10000;true;2900;KMP (Precise Borders);250009;72293
Binary;10000;true;3000;Naive;75191;20878
Binary;10000;true;3000;KMP (Standard Borders);225785;69163
Binary;10000;true;3000;KMP (Precise Borders);234174;68122
Binary;100000;false;100;Naive;708739;200087
Binary;100000;false;100;KMP (Standard Borders);625999;182955
Binary;100000;false;100;KMP (Precise Borders);597418;168573
Binary;100000;false;200;Naive;708947;200161
Binary;100000;false;200;KMP (Standard Borders);627017;185339
Binary;100000;false;200;KMP (Precise Borders);602364;172514
Binary;100000;false;300;Naive;707088;200327
Binary;100000;false;300;KMP (Standard Borders);625930;184854
Binary;100000;false;300;KMP (Precise Borders);597970;170191
Binary;100000;false;400;Naive;707242;200463
Binary;100000;false;400;KMP (Standard Borders);626040;185199
Binary;100000;false;400;KMP (Precise Borders);604355;173329
Binary;100000;false;500;Naive;715179;200557
Binary;100000;false;500;KMP (Standard Borders);633998;185284
Binary;100000;false;500;KMP (Precise Borders);609177;172413
Binary;100000;false;600;Naive;714723;200550
Binary;100000;false;600;KMP (Standard Borders);634826;185296
Binary;100000;false;600;KMP (Precise Borders);611198;172607
Binary;100000;false;700;Naive;716788;200696
Binary;100000;false;700;KMP (Standard Borders);635933;186474
Binary;100000;false;700;KMP (Precise Borders);614942;174712
Binary;100000;false;800;Naive;716909;200960
Binary;100000;false;800;KMP (Standard Borders);637538;187611
Binary;100000;false;800;KMP (Precise Borders);620912;177666
Binary;100000;false;900;Naive;716890;200857
Binary;100000;false;900;KMP (Standard Borders);632314;185048
Binary;100000;false;900;KMP (Precise Borders);610326;172110
Binary;100000;false;1000;Naive;716916;200902
Binary;100000;false;1000;KMP (Standard Borders);633973;185632
Binary;100000;false;1000;KMP (Precise Borders);615088;173808
Binary;100000;false;1100;Naive;716079;201125
Binary;100000;false;1100;KMP (Standard Borders);635108;186528
Binary;100000;false;1100;KMP (Precise Borders);615669;174317
Binary;100000;false;1200;Naive;717386;201166
Binary;100000;false;1200;KMP (Standard Borders);637464;186372
Binary;100000;false;1200;KMP (Precise Borders);618647;174125
Binary;100000;false;1300;Naive;720057;201288
Binary;100000;false;1300;KMP (Standard Borders);640521;188446
Binary;100000;false;1300;KMP (Precise Borders);622906;176968
Binary;100000;false;1400;Naive;717600;201394
Binary;100000;false;1400;KMP (Standard Borders);637585;186701
Binary;100000;false;1400;KMP (Precise Borders);619465;174341
Binary;100000;false;1500;Naive;717180;201467
Binary;100000;false;1500;KMP (Standard Borders);637311;187012
Binary;100000;false;1500;KMP (Precise Borders);618523;174166
Binary;100000;false;1600;Naive;717507;201605
Binary;100000;false;1600;KMP (Standard Borders);638098;187436
Binary;100000;false;1600;KMP (Precise Borders);619928;175074
Binary;100000;false;1700;Naive;717987;201730
Binary;100000;false;1700;KMP (Standard Borders);640272;188646
Binary;100000;false;1700;KMP (Precise Borders);625308;177714
Binary;100000;false;1800;Naive;717052;201817
Binary;100000;false;1800;KMP (Standard Borders);639796;188655
Binary;100000;false;1800;KMP (Precise Borders);625117;177377
Binary;100000;false;1900;Naive;718748;201954
Binary;100000;false;1900;KMP (Standard Borders);639297;188525
Binary;100000;false;1900;KMP (Precise Borders);624610;177127
Binary;100000;false;2000;Naive;717777;202055
Binary;100000;false;2000;KMP (Standard Borders);640524;189477
Binary;100000;false;2000;KMP (Precise Borders);626459;178167
Binary;100000;false;2100;Naive;719076;202168
Binary;100000;false;2100;KMP (Standard Borders);639503;189428
Binary;100000;false;2100;KMP (Precise Borders);626886;179325
Binary;100000;false;2200;Naive;720179;202238
Binary;100000;false;2200;KMP (Standard Borders);642318;189852
Binary;100000;false;2200;KMP (Precise Borders);631257;179864
Binary;100000;false;2300;Naive;719363;202336
Binary;100000;false;2300;KMP (Standard Borders);640256;189752
Binary;100000;false;2300;KMP (Precise Borders);628156;179030
Binary;100000;false;2400;Naive;721355;202336
Binary;100000;false;2400;KMP (Standard Borders);643913;191434
Binary;100000;false;2400;KMP (Precise Borders);630602;180707
Binary;100000;false;2500;Naive;718693;202407
Binary;100000;false;2500;KMP (Standard Borders);642128;189924
Binary;100000;false;2500;KMP (Precise Borders);630330;179276
Binary;100000;false;2600;Naive;724415;202589
Binary;100000;false;2600;KMP (Standard Borders);646279;189947
Binary;100000;false;2600;KMP (Precise Borders);637685;180179
Binary;100000;false;2700;Naive;722106;202751
Binary;100000;false;2700;KMP (Standard Borders);645223;191211
Binary;100000;false;2700;KMP (Precise Borders);637939;182464
Binary;100000;false;2800;Naive;724530;202775
Binary;100000;false;2800;KMP (Standard Borders);647845;190392
Binary;100000;false;2800;KMP (Precise Borders);634910;179778
Binary;100000;false;2900;Naive;716266;202903
Binary;100000;false;2900;KMP (Standard Borders);636322;189364
Binary;100000;false;2900;KMP (Precise Borders);626337;178195
Binary;100000;false;3000;Naive;713156;202923
Binary;100000;false;3000;KMP (Standard Borders);636600;191078
Binary;100000;false;3000;KMP (Precise Borders);630684;181688
Binary;100000;true;100;Naive;781153;204644
Binary;100000;true;100;KMP (Standard Borders);2343507;649041
Binary;100000;true;100;KMP (Precise Borders);2255479;605841
Binary;100000;true;200;Naive;777317;202905
Binary;100000;true;200;KMP (Standard Borders);2311903;652180
Binary;100000;true;200;KMP (Precise Borders);2223815;610390
Binary;100000;true;300;Naive;773125;200823
Binary;100000;true;300;KMP (Standard Borders);2284344;646428
Binary;100000;true;300;KMP (Precise Borders);2189749;601430
Binary;100000;true;400;Naive;773118;200126
Binary;100000;true;400;KMP (Standard Borders);2364249;669787
Binary;100000;true;400;KMP (Precise Borders);2271890;624778
Binary;100000;true;500;Naive;774425;201461
Binary;100000;true;500;KMP (Standard Borders);2231186;632730
Binary;100000;true;500;KMP (Precise Borders);2136989;588056
Binary;100000;true;600;Naive;776087;200673
Binary;100000;true;600;KMP (Standard Borders);2328945;659805
Binary;100000;true;600;KMP (Precise Borders);2233601;614447
Binary;100000;true;700;Naive;773196;200379
Binary;100000;true;700;KMP (Standard Borders);2210419;625255
Binary;100000;true;700;KMP (Precise Borders);2113084;579469
Binary;100000;true;800;Naive;775823;200264
Binary;100000;true;800;KMP (Standard Borders);2231968;632593
Binary;100000;true;800;KMP (Precise Borders);2141149;590242
Binary;100000;true;900;Naive;774493;200392
Binary;100000;true;900;KMP (Standard Borders);2250379;639134
Binary;100000;true;900;KMP (Precise Borders);2158903;595980
Binary;100000;true;1000;Naive;773499;200273
Binary;100000;true;1000;KMP (Standard Borders);2284185;649162
Binary;100000;true;1000;KMP (Precise Borders);2195592;605856
Binary;100000;true;1100;Naive;774097;200885
Binary;100000;true;1100;KMP (Standard Borders);2268733;645147
Binary;100000;true;1100;KMP (Precise Borders);2179466;601738
Binary;100000;true;1200;Naive;775241;201347
Binary;100000;true;1200;KMP (Standard Borders);2440906;699067
Binary;100000;true;1200;KMP (Precise Borders);2350528;655487
Binary;100000;true;1300;Naive;774999;200401
Binary;100000;true;1300;KMP (Standard Borders);2325145;660796
Binary;100000;true;1300;KMP (Precise Borders);2230952;614310
Binary;100000;true;1400;Naive;774775;201059
Binary;100000;true;1400;KMP (Standard Borders);2325631;662396
Binary;100000;true;1400;KMP (Precise Borders);2233045;617175
Binary;100000;true;1500;Naive;773148;200565
Binary;100000;true;1500;KMP (Standard Borders);2246856;640729
Binary;100000;true;1500;KMP (Precise Borders);2161402;598323
Binary;100000;true;1600;Naive;773525;200509
Binary;100000;true;1600;KMP (Standard Borders);2204359;627325
Binary;100000;true;1600;KMP (Precise Borders);2116290;584192
Binary;100000;true;1700;Naive;774137;200568
Binary;100000;true;1700;KMP (Standard Borders);2304439;658805
Binary;100000;true;1700;KMP (Precise Borders);2219862;616996
Binary;100000;true;1800;Naive;773175;200659
Binary;100000;true;1800;KMP (Standard Borders);2221131;634502
Binary;100000;true;1800;KMP (Precise Borders);2138474;592066
Binary;100000;true;1900;Naive;773529;200666
Binary;100000;true;1900;KMP (Standard Borders);2137316;609676
Binary;100000;true;1900;KMP (Precise Borders);2059606;569186
Binary;100000;true;2000;Naive;774177;201090
Binary;100000;true;2000;KMP (Standard Borders);2377248;677595
Binary;100000;true;2000;KMP (Precise Borders);2286672;631807
Binary;100000;true;2100;Naive;773514;200641
Binary;100000;true;2100;KMP (Standard Borders);2355783;672514
Binary;100000;true;2100;KMP (Precise Borders);2264745;625965
Binary;100000;true;2200;Naive;773549;200942
Binary;100000;true;2200;KMP (Standard Borders);2248629;643385
Binary;100000;true;2200;KMP (Precise Borders);2170523;603597
Binary;100000;true;2300;Naive;775764;200913
Binary;100000;true;2300;KMP (Standard Borders);2283244;653014
Binary;100000;true;2300;KMP (Precise Borders);2200441;610231
Binary;100000;true;2400;Naive;772861;200925
Binary;100000;true;2400;KMP (Standard Borders);2341869;670604
Binary;100000;true;2400;KMP (Precise Borders);2259948;628431
Binary;100000;true;2500;Naive;773126;200706
Binary;100000;true;2500;KMP (Standard Borders);2221991;634064
Binary;100000;true;2500;KMP (Precise Borders);2138784;591990
Binary;100000;true;2600;Naive;773442;200845
Binary;100000;true;2600;KMP (Standard Borders);2273005;648858
Binary;100000;true;2600;KMP (Precise Borders);2191398;606603
Binary;100000;true;2700;Naive;774011;200746
Binary;100000;true;2700;KMP (Standard Borders);2260979;645701
Binary;100000;true;2700;KMP (Precise Borders);2179211;604309
Binary;100000;true;2800;Naive;774437;200761
Binary;100000;true;2800;KMP (Standard Borders);2225541;636903
Binary;100000;true;2800;KMP (Precise Borders);2148465;595865
Binary;100000;true;2900;Naive;775440;201162
Binary;100000;true;2900;KMP (Standard Borders);2332432;669429
Binary;100000;true;2900;KMP (Precise Borders);2258532;631322
Binary;100000;true;3000;Naive;774304;201370
Binary;100000;true;3000;KMP (Standard Borders);2206775;630071
Binary;100000;true;3000;KMP (Precise Borders);2133071;590846
